,fight,winner,odds_w,loser,odds_l
1527,Edson Barboza vs Gilbert Melendez,Edson-Barboza,1.53,Gilbert-Melendez,2.8
1528,Francis Ngannou vs Bojan Mihajlovic,Francis-Ngannou,1.17,Bojan-Mihajlovic,6.0
1529,Felice Herrig vs Kailin Curran,Felice-Herrig,2.0,Kailin-Curran,1.95
1530,Eddie Wineland vs Frankie Saenz,Eddie-Wineland,2.4,Frankie-Saenz,1.68
1531,Darren Elkins vs Godofredo Pepey,Darren-Elkins,1.48,Godofredo-Pepey,3.1
1532,Alexander Yakovlev vs Kamaru Usman,Kamaru-Usman,1.44,Alexander-Yakovlev,3.3
1533,Michel Prazeres vs J.C. Cottrell,Michel-Prazeres,1.46,J.C.-Cottrell,3.0
1534,Alex Oliveira vs James Moontasri,Alex-Oliveira,1.5,James-Moontasri,2.88
1535,Jim Alers vs Jason Knight,Jason-Knight,2.8,Jim-Alers,1.71
1536,Luis Henrique vs Dmitry Smoliakov,Luis-Henrique,2.4,Dmitry-Smoliakov,1.69
1537,John Lineker vs Michael McDonald,John-Lineker,1.67,Michael-McDonald,2.5
1538,Tony Ferguson vs Lando Vannata,Tony-Ferguson,1.15,Lando-Vannata,7.05
1539,Tim Boetsch vs Josh Samman,Tim-Boetsch,2.95,Josh-Samman,1.48
1540,Louis Smolka vs Ben Nguyen,Louis-Smolka,2.15,Ben-Nguyen,1.8
1541,Aleksei Oleinik vs Daniel Omielanczuk,Daniel-Omielanczuk,2.75,Aleksei-Oleinik,1.53
1542,Kyle Noke vs Keita Nakamura,Keita-Nakamura,2.5,Kyle-Noke,1.63
1543,Lauren Murphy vs Katlyn Chookagian,Katlyn-Chookagian,2.7,Lauren-Murphy,1.56
1544,Sam Alvey vs Eric Spicely,Sam-Alvey,1.38,Eric-Spicely,3.45
1545,Cortney Casey vs Cristina Stanciu,Cortney-Casey,2.4,Cristina-Stanciu,1.68
1546,Scott Holtzman vs Cody Pfister,Scott-Holtzman,1.36,Cody-Pfister,3.55
1547,Rani Yahya vs Matthew Lopez,Rani-Yahya,2.5,Matthew-Lopez,1.69
1548,Alex Nicholson vs Devin Clark,Alex-Nicholson,3.05,Devin-Clark,1.47
1549,Brock Lesnar vs Mark Hunt,Brock-Lesnar,2.4,Mark-Hunt,1.69
1550,Miesha Tate vs Amanda Nunes,Amanda-Nunes,3.25,Miesha-Tate,1.41
1551,Jose Aldo vs Frankie Edgar,Jose-Aldo,2.0,Frankie-Edgar,1.94
1552,Daniel Cormier vs Anderson Silva,Daniel-Cormier,1.28,Anderson-Silva,5.1
1553,Cain Velasquez vs Travis Browne,Cain-Velasquez,1.36,Travis-Browne,3.46
1554,T.J. Dillashaw vs Raphael Assuncao,T.J.-Dillashaw,1.32,Raphael-Assuncao,4.09
1555,Cat Zingano vs Julianna Pena,Julianna-Pena,2.35,Cat-Zingano,1.7
1556,Johny Hendricks vs Kelvin Gastelum,Kelvin-Gastelum,1.94,Johny-Hendricks,1.98
1557,Sage Northcutt vs Enrique Marin,Sage-Northcutt,1.3,Enrique-Marin,4.05
1558,Joe Lauzon vs Diego Sanchez,Joe-Lauzon,2.05,Diego-Sanchez,1.91
1559,Gegard Mousasi vs Thiago Santos,Gegard-Mousasi,1.43,Thiago-Santos,3.25
1560,Jim Miller vs Takanori Gomi,Jim-Miller,1.38,Takanori-Gomi,3.41
1561,Joanna Jedrzejczyk vs Claudia Gadelha,Joanna-Jedrzejczyk,1.83,Claudia-Gadelha,2.1
1562,Andrew Sanchez vs Khalil Rountree,Andrew-Sanchez,1.61,Khalil-Rountree,2.56
1563,Tatiana Suarez vs Amanda Cooper,Tatiana-Suarez,1.28,Amanda-Cooper,4.36
1564,Ross Pearson vs Will Brooks,Will-Brooks,1.29,Ross-Pearson,4.4
1565,Doo Ho Choi vs Thiago Tavares,Doo-Ho-Choi,1.51,Thiago-Tavares,2.95
1566,Andrew Holbrook vs Joaquim Silva,Joaquim-Silva,1.85,Andrew-Holbrook,2.08
1567,Fernando Bruno vs Gray Maynard,Gray-Maynard,1.64,Fernando-Bruno,2.48
1568,John Moraga vs Matheus Nicolau,Matheus-Nicolau,2.5,John-Moraga,1.69
1569,Cory Hendricks vs Josh Stansbury,Josh-Stansbury,1.77,Cory-Hendricks,2.28
1570,Cezar Ferreira vs Anthony Smith,Cezar-Ferreira,2.25,Anthony-Smith,1.76
1571,Jake Matthews vs Kevin Lee,Kevin-Lee,2.26,Jake-Matthews,1.74
1572,Li Jingliang vs Anton Zafir,Li-Jingliang,1.32,Anton-Zafir,3.84
1573,Rafael dos Anjos vs Eddie Alvarez,Eddie-Alvarez,3.6,Rafael-dos-Anjos,1.35
1574,Roy Nelson vs Derrick Lewis,Derrick-Lewis,2.05,Roy-Nelson,1.95
1575,Alan Jouban vs Belal Muhammad,Alan-Jouban,1.91,Belal-Muhammad,2.2
1576,Joseph Duffy vs Mitch Clarke,Joseph-Duffy,1.3,Mitch-Clarke,4.55
1577,Mike Pyle vs Alberto Mina,Alberto-Mina,2.05,Mike-Pyle,1.87
1578,John Makdessi vs Mehdi Baghdad,John-Makdessi,1.77,Mehdi-Baghdad,2.2
1579,Anthony Birchak vs Dileno Lopes,Anthony-Birchak,1.46,Dileno-Lopes,3.05
1580,Russell Doane vs Pedro Munhoz,Pedro-Munhoz,1.5,Russell-Doane,3.0
1581,Felipe Arantes vs Jerrod Sanders,Felipe-Arantes,1.67,Jerrod-Sanders,2.45
1582,Gilbert Burns vs Lukasz Sajewski,Gilbert-Burns,1.44,Lukasz-Sajewski,3.3
1583,Reginaldo Vieira vs Marco Beltran,Marco-Beltran,2.2,Reginaldo-Vieira,1.8
1584,Alvaro Herrera vs Vicente Luque,Vicente-Luque,1.28,Alvaro-Herrera,4.45
1585,Rory MacDonald vs Stephen Thompson,Stephen-Thompson,2.03,Rory-MacDonald,1.91
1586,Donald Cerrone vs Patrick Cote,Donald-Cerrone,1.71,Patrick-Cote,2.38
1587,Steve Bosse vs Sean O'Connell,Steve-Bosse,1.74,Sean-O'Connell,2.25
1588,Olivier Aubin-Mercier vs Thibault Gouti,Olivier-Aubin-Mercier,1.29,Thibault-Gouti,4.28
1589,Valerie Letourneau vs Joanne Calderwood,Joanne-Calderwood,2.5,Valerie-Letourneau,1.68
1590,Jason Saggo vs Leandro Silva,Jason-Saggo,1.88,Leandro-Silva,2.13
1591,Misha Cirkunov vs Ion Cutelaba,Misha-Cirkunov,1.5,Ion-Cutelaba,2.81
1592,Tamdan McCrory vs Krzysztof Jotko,Krzysztof-Jotko,2.75,Tamdan-McCrory,1.58
1593,Joe Soto vs Chris Beal,Joe-Soto,1.91,Chris-Beal,2.08
1594,Elias Theodorou vs Sam Alvey,Elias-Theodorou,1.43,Sam-Alvey,3.25
1595,Randa Markos vs Jocelyn Jones-Lybarger,Randa-Markos,1.81,Jocelyn-Jones-Lybarger,2.25
1596,Jonathan Meunier vs Colby Covington,Colby-Covington,1.44,Jonathan-Meunier,3.25
1597,Ali Bagautinov vs Geane Herrera,Ali-Bagautinov,1.4,Geane-Herrera,3.25
1598,Luke Rockhold vs Michael Bisping,Michael-Bisping,6.4,Luke-Rockhold,1.19
1599,Dominick Cruz vs Urijah Faber,Dominick-Cruz,1.27,Urijah-Faber,4.7
1600,Max Holloway vs Ricardo Lamas,Max-Holloway,1.39,Ricardo-Lamas,3.55
1601,Dan Henderson vs Hector Lombard,Dan-Henderson,4.15,Hector-Lombard,1.31
1602,Dustin Poirier vs Bobby Green,Dustin-Poirier,1.61,Bobby-Green,2.6
1603,Clay Guida vs Brian Ortega,Brian-Ortega,1.42,Clay-Guida,3.2
1604,Beneil Dariush vs James Vick,Beneil-Dariush,1.74,James-Vick,2.4
1605,Jessica Penne vs Jessica Andrade,Jessica-Andrade,1.95,Jessica-Penne,2.05
1606,Alex Caceres vs Cole Miller,Alex-Caceres,2.65,Cole-Miller,1.61
1607,Tom Breese vs Sean Strickland,Sean-Strickland,2.1,Tom-Breese,1.95
1608,Jonathan Wilson vs Luis Henrique da Silva,Luis-Henrique-da-Silva,2.65,Jonathan-Wilson,1.63
1609,Marco Polo Reyes vs Dong Hyun Ma,Marco-Polo-Reyes,1.95,Dong-Hyun-Ma,2.0
1610,Thomas Almeida vs Cody Garbrandt,Cody-Garbrandt,2.6,Thomas-Almeida,1.59
1611,Renan Barao vs Jeremy Stephens,Jeremy-Stephens,2.5,Renan-Barao,1.67
1612,Tarec Saffiedine vs Rick Story,Rick-Story,1.91,Tarec-Saffiedine,2.1
1613,Vitor Miranda vs Chris Camozzi,Chris-Camozzi,2.15,Vitor-Miranda,1.83
1614,Jorge Masvidal vs Lorenz Larkin,Lorenz-Larkin,2.0,Jorge-Masvidal,2.0
1615,Josh Burkman vs Paul Felder,Paul-Felder,1.35,Josh-Burkman,3.65
1616,Jessica Eye vs Sara McMann,Sara-McMann,1.8,Jessica-Eye,2.25
1617,Abel Trujillo vs Jordan Rinaldi,Abel-Trujillo,1.36,Jordan-Rinaldi,3.7
1618,Jake Collier vs Alberto Emiliano Pereira,Jake-Collier,1.91,Alberto-Emiliano-Pereira,2.05
1619,Erik Koch vs Shane Campbell,Erik-Koch,2.3,Shane-Campbell,1.75
1620,Aljamain Sterling vs Bryan Caraway,Bryan-Caraway,4.0,Aljamain-Sterling,1.34
1621,Chris de la Rocha vs Adam Milstead,Adam-Milstead,1.41,Chris-de-la-Rocha,3.25
1622,Fabricio Werdum vs Stipe Miocic,Stipe-Miocic,2.5,Fabricio-Werdum,1.67
1623,Ronaldo Souza vs Vitor Belfort,Ronaldo-Souza,1.37,Vitor-Belfort,3.85
1624,Cristiane Justino vs Leslie Smith,Cristiane-Justino,1.1,Leslie-Smith,14.05
1625,Mauricio Rua vs Corey Anderson,Mauricio-Rua,2.4,Corey-Anderson,1.69
1626,Warlley Alves vs Bryan Barberena,Bryan-Barberena,5.8,Warlley-Alves,1.21
1627,Demian Maia vs Matt Brown,Demian-Maia,1.34,Matt-Brown,3.95
1628,Nate Marquardt vs Thiago Santos,Thiago-Santos,1.31,Nate-Marquardt,4.0
1629,Yancy Medeiros vs Francisco Trinaldo,Francisco-Trinaldo,1.46,Yancy-Medeiros,3.05
1630,John Lineker vs Rob Font,John-Lineker,1.69,Rob-Font,2.4
1631,Patrick Cummins vs Rogerio Nogueira,Rogerio-Nogueira,3.2,Patrick-Cummins,1.43
1632,Renato Moicano vs Zubaira Tukhugov,Renato-Moicano,2.45,Zubaira-Tukhugov,1.65
1633,Alistair Overeem vs Andrei Arlovski,Alistair-Overeem,1.49,Andrei-Arlovski,3.0
1634,Stefan Struve vs Antonio Silva,Stefan-Struve,1.53,Antonio-Silva,2.9
1635,Albert Tumenov vs Gunnar Nelson,Gunnar-Nelson,2.55,Albert-Tumenov,1.61
1636,Germaine de Randamie vs Anna Elmose,Germaine-de-Randamie,1.29,Anna-Elmose,4.35
1637,Nikita Krylov vs Francimar Barroso,Nikita-Krylov,1.5,Francimar-Barroso,2.9
1638,Karolina Kowalkiewicz vs Heather Clark,Karolina-Kowalkiewicz,1.4,Heather-Clark,3.45
1639,Rustam Khabilov vs Chris Wade,Rustam-Khabilov,1.57,Chris-Wade,2.75
1640,Garreth McLellan vs Magnus Cedenblad,Magnus-Cedenblad,1.36,Garreth-McLellan,3.65
1641,Josh Emmett vs Jon Tuck,Josh-Emmett,2.35,Jon-Tuck,1.76
1642,Reza Madadi vs Yan Cabral,Reza-Madadi,2.5,Yan-Cabral,1.64
1643,Kyoji Horiguchi vs Neil Seery,Kyoji-Horiguchi,1.2,Neil-Seery,6.25
1644,Dominic Waters vs Leon Edwards,Leon-Edwards,1.4,Dominic-Waters,3.33
1645,Yuta Sasaki vs Willie Gates,Yuta-Sasaki,2.25,Willie-Gates,1.77
1646,Jon Jones vs Ovince St Preux,Jon-Jones,1.18,Ovince-St-Preux,6.18
1647,Anthony Pettis vs Edson Barboza,Edson-Barboza,2.55,Anthony-Pettis,1.63
1648,Robert Whittaker vs Rafael Natal,Robert-Whittaker,1.35,Rafael-Natal,3.75
1649,Andre Fili vs Yair Rodriguez,Yair-Rodriguez,1.83,Andre-Fili,2.15
1650,Sergio Pettis vs Chris Kelades,Sergio-Pettis,1.47,Chris-Kelades,2.95
1651,Danny Roberts vs Dominique Steele,Danny-Roberts,1.29,Dominique-Steele,4.25
1652,Carla Esparza vs Juliana Lima,Carla-Esparza,1.54,Juliana-Lima,2.7
1653,James Vick vs Glaico Franca,James-Vick,1.57,Glaico-Franca,2.65
1654,Walt Harris vs Cody East,Walt-Harris,2.65,Cody-East,1.62
1655,Marcos Rogerio de Lima vs Clint Hester,Marcos-Rogerio-de-Lima,1.78,Clint-Hester,2.18
1656,Kevin Lee vs Efrain Escudero,Kevin-Lee,1.29,Efrain-Escudero,4.48
1657,Rashad Evans vs Glover Teixeira,Glover-Teixeira,1.53,Rashad-Evans,2.85
1658,Rose Namajunas vs Tecia Torres,Rose-Namajunas,1.61,Tecia-Torres,2.65
1659,Darrell Horcher vs Khabib Nurmagomedov,Khabib-Nurmagomedov,1.12,Darrell-Horcher,8.5
1660,Cub Swanson vs Hacran Dias,Cub-Swanson,1.94,Hacran-Dias,2.05
1661,Michael Chiesa vs Beneil Dariush,Michael-Chiesa,2.55,Beneil-Dariush,1.61
1662,Bethe Correia vs Raquel Pennington,Raquel-Pennington,1.49,Bethe-Correia,2.9
1663,Court McGee vs Santiago Ponzinibbio,Santiago-Ponzinibbio,1.67,Court-McGee,2.45
1664,Randy Brown vs Michael Graves,Michael-Graves,1.8,Randy-Brown,2.2
1665,John Dodson vs Manny Gamburyan,John-Dodson,1.2,Manny-Gamburyan,5.6
1666,Cezar Ferreira vs Oluwale Bamgbose,Cezar-Ferreira,2.8,Oluwale-Bamgbose,1.51
1667,Omari Akhmedov vs Elizeu Zaleski dos Santos,Elizeu-Zaleski-dos-Santos,2.25,Omari-Akhmedov,1.8
1668,Ben Rothwell vs Junior dos Santos,Junior-dos-Santos,1.87,Ben-Rothwell,2.15
1669,Gabriel Gonzaga vs Derrick Lewis,Derrick-Lewis,1.69,Gabriel-Gonzaga,2.35
1670,Marcin Tybura vs Timothy Johnson,Timothy-Johnson,2.3,Marcin-Tybura,1.74
1671,Jan Blachowicz vs Igor Pokrajac,Jan-Blachowicz,1.31,Igor-Pokrajac,4.0
1672,Maryna Moroz vs Cristina Stanciu,Maryna-Moroz,1.59,Cristina-Stanciu,2.65
1673,Nicolas Dalby vs Zak Cummings,Zak-Cummings,2.08,Nicolas-Dalby,1.91
1674,Ian Entwistle vs Alejandro Perez,Alejandro-Perez,2.37,Ian-Entwistle,1.71
1675,Mairbek Taisumov vs Damir Hadzovic,Mairbek-Taisumov,1.34,Damir-Hadzovic,4.15
1676,Damian Stasiak vs Filip Pejic,Damian-Stasiak,1.83,Filip-Pejic,2.1
1677,Lucas Martins vs Robert Whiteford,Lucas-Martins,1.89,Robert-Whiteford,2.1
1678,Cyril Asker vs Jared Cannonier,Jared-Cannonier,1.68,Cyril-Asker,2.4
1679,Bojan Velickovic vs Alessio Di Chirico,Bojan-Velickovic,1.54,Alessio-Di-Chirico,2.73
1680,Frank Mir vs Mark Hunt,Mark-Hunt,1.77,Frank-Mir,2.2
1681,Hector Lombard vs Neil Magny,Neil-Magny,2.0,Hector-Lombard,1.95
1682,Jake Matthews vs Johnny Case,Jake-Matthews,2.05,Johnny-Case,1.95
1683,Daniel Kelly vs Antonio Carlos Junior,Daniel-Kelly,5.0,Antonio-Carlos-Junior,1.25
1684,James Te Huna vs Steve Bosse,Steve-Bosse,3.3,James-Te-Huna,1.41
1685,Seo Hee Ham vs Bec Rawlings,Bec-Rawlings,2.08,Seo-Hee-Ham,1.91
1686,Brendan O'Reilly vs Alan Jouban,Alan-Jouban,1.22,Brendan-O'Reilly,5.35
1687,Daniel Hooker vs Mark Eddiva,Daniel-Hooker,1.55,Mark-Eddiva,2.75
1688,Leslie Smith vs Rin Nakai,Leslie-Smith,1.76,Rin-Nakai,2.3
1689,Richard Walsh vs Viscardi Andrade,Viscardi-Andrade,2.07,Richard-Walsh,1.87
1690,Ross Pearson vs Chad Laprise,Ross-Pearson,2.05,Chad-Laprise,1.95
1691,Damien Brown vs Alan Patrick,Alan-Patrick,1.42,Damien-Brown,3.2
1692,Nate Diaz vs Conor McGregor,Nate-Diaz,5.0,Conor-McGregor,1.25
1693,Holly Holm vs Miesha Tate,Miesha-Tate,3.5,Holly-Holm,1.38
1694,Ilir Latifi vs Gian Villante,Ilir-Latifi,1.61,Gian-Villante,2.75
1695,Corey Anderson vs Tom Lawlor,Corey-Anderson,1.38,Tom-Lawlor,3.6
1696,Brandon Thatch vs Siyar Bahadurzada,Siyar-Bahadurzada,3.8,Brandon-Thatch,1.33
1697,Erick Silva vs Nordine Taleb,Nordine-Taleb,3.06,Erick-Silva,1.45
1698,Vitor Miranda vs Marcelo Guimaraes,Vitor-Miranda,1.37,Marcelo-Guimaraes,3.65
1699,Darren Elkins vs Chas Skelly,Darren-Elkins,2.45,Chas-Skelly,1.65
1700,Jim Miller vs Diego Sanchez,Diego-Sanchez,2.5,Jim-Miller,1.67
1701,Justin Salas vs Jason Saggo,Jason-Saggo,1.5,Justin-Salas,2.85
1702,Julian Erosa vs Teruto Ishihara,Teruto-Ishihara,2.6,Julian-Erosa,1.61
1703,Michael Bisping vs Anderson Silva,Michael-Bisping,3.4,Anderson-Silva,1.38
1704,Gegard Mousasi vs Thales Leites,Gegard-Mousasi,1.34,Thales-Leites,3.75
1705,Tom Breese vs Keita Nakamura,Tom-Breese,1.13,Keita-Nakamura,9.26
1706,Brad Pickett vs Francisco Rivera,Brad-Pickett,2.6,Francisco-Rivera,1.67
1707,Makwan Amirkhani vs Mike Wilkinson,Makwan-Amirkhani,1.59,Mike-Wilkinson,2.6
1708,Davey Grant vs Marlon Vera,Davey-Grant,1.57,Marlon-Vera,2.65
1709,Scott Askham vs Chris Dempsey,Scott-Askham,1.3,Chris-Dempsey,4.15
1710,Arnold Allen vs Yaotzin Meza,Arnold-Allen,1.32,Yaotzin-Meza,3.91
1711,Brad Scott vs Krzysztof Jotko,Krzysztof-Jotko,1.63,Brad-Scott,2.48
1712,Rustam Khabilov vs Norman Parke,Rustam-Khabilov,1.44,Norman-Parke,3.15
1713,Daniel Omielanczuk vs Jarjis Danho,Daniel-Omielanczuk,1.87,Jarjis-Danho,2.1
1714,Teemu Packalen vs Thibault Gouti,Teemu-Packalen,2.13,Thibault-Gouti,1.81
1715,Martin Svensson vs David Teymur,David-Teymur,1.67,Martin-Svensson,2.74
1716,Donald Cerrone vs Alex Oliveira,Donald-Cerrone,1.45,Alex-Oliveira,3.5
1717,Derek Brunson vs Roan Carneiro,Derek-Brunson,1.3,Roan-Carneiro,4.44
1718,Cody Garbrandt vs Augusto Mendes,Cody-Garbrandt,1.3,Augusto-Mendes,4.37
1719,Dennis Bermudez vs Tatsuya Kawajiri,Dennis-Bermudez,1.31,Tatsuya-Kawajiri,4.35
1720,Joe Riggs vs Chris Camozzi,Chris-Camozzi,1.43,Joe-Riggs,3.25
1721,James Krause vs Shane Campbell,James-Krause,1.71,Shane-Campbell,2.4
1722,Sean Strickland vs Alex Garcia,Sean-Strickland,2.05,Alex-Garcia,1.87
1723,Oluwale Bamgbose vs Daniel Sarafian,Oluwale-Bamgbose,2.75,Daniel-Sarafian,1.67
1724,Anthony Smith vs Leonardo Guimaraes,Anthony-Smith,1.77,Leonardo-Guimaraes,2.2
1725,Jonavin Webb vs Nathan Coy,Nathan-Coy,3.34,Jonavin-Webb,1.43
1726,Ashlee Evans-Smith vs Marion Reneau,Ashlee-Evans-Smith,2.65,Marion-Reneau,1.59
1727,Kelly Faszholz vs Lauren Murphy,Lauren-Murphy,1.33,Kelly-Faszholz,4.0
1728,Anthony Hamilton vs Shamil Abdurakhimov,Shamil-Abdurakhimov,2.0,Anthony-Hamilton,2.1
1729,Johny Hendricks vs Stephen Thompson,Stephen-Thompson,3.34,Johny-Hendricks,1.42
1730,Roy Nelson vs Jared Rosholt,Roy-Nelson,1.67,Jared-Rosholt,2.45
1731,Ovince St Preux vs Rafael Cavalcante,Ovince-St-Preux,1.33,Rafael-Cavalcante,4.05
1732,Joseph Benavidez vs Zach Makovsky,Joseph-Benavidez,1.24,Zach-Makovsky,4.69
1733,Misha Cirkunov vs Alex Nicholson,Misha-Cirkunov,1.14,Alex-Nicholson,8.26
1734,Mike Pyle vs Sean Spencer,Mike-Pyle,2.25,Sean-Spencer,1.77
1735,Josh Burkman vs K.J. Noons,Josh-Burkman,1.67,K.J.-Noons,2.45
1736,Derrick Lewis vs Damian Grabowski,Derrick-Lewis,2.05,Damian-Grabowski,1.91
1737,Ray Borg vs Justin Scoggins,Justin-Scoggins,3.19,Ray-Borg,1.47
1738,Noad Lahat vs Diego Rivas,Diego-Rivas,4.05,Noad-Lahat,1.33
1739,Mickey Gall vs Mike Jackson,Mickey-Gall,1.22,Mike-Jackson,5.35
1740,Alex White vs Artem Lobov,Alex-White,2.2,Artem-Lobov,1.8
1741,Anthony Johnson vs Ryan Bader,Anthony-Johnson,1.4,Ryan-Bader,3.3
1742,Ben Rothwell vs Josh Barnett,Ben-Rothwell,2.23,Josh-Barnett,1.76
1743,Yuri Alcantara vs Jimmie Rivera,Jimmie-Rivera,1.64,Yuri-Alcantara,2.48
1744,Sage Northcutt vs Bryan Barberena,Bryan-Barberena,3.45,Sage-Northcutt,1.41
1745,Tarec Saffiedine vs Jake Ellenberger,Tarec-Saffiedine,1.43,Jake-Ellenberger,3.25
1746,Olivier Aubin-Mercier vs Carlos Diego Ferreira,Carlos-Diego-Ferreira,3.3,Olivier-Aubin-Mercier,1.41
1747,Rafael Natal vs Kevin Casey,Rafael-Natal,1.61,Kevin-Casey,2.55
1748,Dustin Ortiz vs Wilson Reis,Wilson-Reis,3.1,Dustin-Ortiz,1.47
1749,George Sullivan vs Alexander Yakovlev,Alexander-Yakovlev,1.87,George-Sullivan,2.08
1750,Alex Caceres vs Masio Fullen,Alex-Caceres,1.39,Masio-Fullen,3.3
1751,Matt Dwyer vs Randy Brown,Randy-Brown,1.95,Matt-Dwyer,2.3
1752,Tony Martin vs Felipe Olivieri,Tony-Martin,1.68,Felipe-Olivieri,2.61
1753,T.J. Dillashaw vs Dominick Cruz,Dominick-Cruz,2.33,T.J.-Dillashaw,1.74
1754,Anthony Pettis vs Eddie Alvarez,Eddie-Alvarez,4.1,Anthony-Pettis,1.33
1755,Travis Browne vs Matt Mitrione,Travis-Browne,1.69,Matt-Mitrione,2.35
1756,Francisco Trinaldo vs Ross Pearson,Francisco-Trinaldo,2.35,Ross-Pearson,1.71
1757,Patrick Cote vs Ben Saunders,Patrick-Cote,2.1,Ben-Saunders,1.87
1758,Tim Boetsch vs Ed Herman,Ed-Herman,2.9,Tim-Boetsch,1.48
1759,Mehdi Baghdad vs Chris Wade,Chris-Wade,1.28,Mehdi-Baghdad,4.15
1760,Maximo Blanco vs Luke Sanders,Luke-Sanders,2.05,Maximo-Blanco,1.89
1761,Paul Felder vs Daron Cruickshank,Paul-Felder,1.41,Daron-Cruickshank,3.25
1762,Sean O'Connell vs Ilir Latifi,Ilir-Latifi,1.39,Sean-O'Connell,3.34
1763,Charles Rosa vs Kyle Bochniak,Charles-Rosa,1.41,Kyle-Bochniak,3.21
1764,Rob Font vs Joey Gomez,Rob-Font,1.5,Joey-Gomez,2.9
1765,Francimar Barroso vs Elvis Mutapcic,Francimar-Barroso,2.45,Elvis-Mutapcic,1.66
1766,Robbie Lawler vs Carlos Condit,Robbie-Lawler,1.95,Carlos-Condit,1.95
1767,Stipe Miocic vs Andrei Arlovski,Stipe-Miocic,1.49,Andrei-Arlovski,3.0
1768,Lorenz Larkin vs Albert Tumenov,Albert-Tumenov,1.43,Lorenz-Larkin,3.3
1769,Brian Ortega vs Diego Brandao,Brian-Ortega,1.59,Diego-Brandao,2.7
1770,Abel Trujillo vs Tony Sims,Abel-Trujillo,2.3,Tony-Sims,1.75
1771,Michael McDonald vs Masanori Kanehara,Michael-McDonald,1.2,Masanori-Kanehara,5.81
1772,Alex Morono vs Kyle Noke,Alex-Morono,3.75,Kyle-Noke,1.33
1773,Nina Ansaroff vs Justine Kish,Justine-Kish,1.48,Nina-Ansaroff,3.05
1774,Drew Dober vs Scott Holtzman,Drew-Dober,2.67,Scott-Holtzman,1.59
1775,Dustin Poirier vs Joseph Duffy,Dustin-Poirier,2.6,Joseph-Duffy,1.69
1776,Joe Soto vs Michinori Tanaka,Michinori-Tanaka,1.83,Joe-Soto,2.15
1777,Edgar Garcia vs Sheldon Westcott,Sheldon-Westcott,1.71,Edgar-Garcia,2.45
1778,Rafael dos Anjos vs Donald Cerrone,Rafael-dos-Anjos,1.56,Donald-Cerrone,2.7
1779,Junior dos Santos vs Alistair Overeem,Alistair-Overeem,3.4,Junior-dos-Santos,1.38
1780,Nate Diaz vs Michael Johnson,Nate-Diaz,5.25,Michael-Johnson,1.24
1781,Randa Markos vs Karolina Kowalkiewicz,Karolina-Kowalkiewicz,2.78,Randa-Markos,1.53
1782,Myles Jury vs Charles Oliveira,Charles-Oliveira,2.55,Myles-Jury,1.63
1783,Nate Marquardt vs C.B. Dollaway,Nate-Marquardt,4.65,C.B.-Dollaway,1.26
1784,Sarah Kaufman vs Valentina Shevchenko,Valentina-Shevchenko,2.35,Sarah-Kaufman,1.71
1785,Josh Samman vs Tamdan McCrory,Tamdan-McCrory,2.78,Josh-Samman,1.56
1786,Nik Lentz vs Danny Castillo,Nik-Lentz,1.9,Danny-Castillo,2.05
1787,Kamaru Usman vs Leon Edwards,Kamaru-Usman,1.41,Leon-Edwards,3.35
1788,Vicente Luque vs Hayder Hassan,Vicente-Luque,1.77,Hayder-Hassan,2.22
1789,Luis Henrique vs Francis Ngannou,Francis-Ngannou,1.83,Luis-Henrique,2.21
1790,Jose Aldo vs Conor McGregor,Conor-McGregor,2.05,Jose-Aldo,1.91
1791,Chris Weidman vs Luke Rockhold,Luke-Rockhold,2.25,Chris-Weidman,1.78
1792,Ronaldo Souza vs Yoel Romero,Yoel-Romero,2.25,Ronaldo-Souza,1.74
1793,Gunnar Nelson vs Demian Maia,Demian-Maia,1.94,Gunnar-Nelson,2.0
1794,Max Holloway vs Jeremy Stephens,Max-Holloway,1.22,Jeremy-Stephens,5.75
1795,Urijah Faber vs Frankie Saenz,Urijah-Faber,1.18,Frankie-Saenz,6.25
1796,Tecia Torres vs Jocelyn Jones-Lybarger,Tecia-Torres,1.35,Jocelyn-Jones-Lybarger,3.66
1797,Warlley Alves vs Colby Covington,Warlley-Alves,2.08,Colby-Covington,1.87
1798,Kevin Lee vs Leonardo Santos,Leonardo-Santos,6.41,Kevin-Lee,1.18
1799,Joe Proctor vs Magomed Mustafaev,Magomed-Mustafaev,1.29,Joe-Proctor,4.26
1800,John Makdessi vs Yancy Medeiros,Yancy-Medeiros,2.5,John-Makdessi,1.63
1801,Marcio Alexandre Jr. vs Court McGee,Court-McGee,1.59,Marcio-Alexandre-Jr.,2.6
1802,Frankie Edgar vs Chad Mendes,Frankie-Edgar,1.87,Chad-Mendes,2.15
1803,Artem Lobov vs Ryan Hall,Ryan-Hall,2.51,Artem-Lobov,1.62
1804,Edson Barboza vs Tony Ferguson,Tony-Ferguson,1.56,Edson-Barboza,2.75
1805,Joe Lauzon vs Evan Dunham,Evan-Dunham,1.5,Joe-Lauzon,2.88
1806,Jason Knight vs Tatsuya Kawajiri,Tatsuya-Kawajiri,1.4,Jason-Knight,3.34
1807,Julian Erosa vs Marcin Wrzosek,Julian-Erosa,2.1,Marcin-Wrzosek,2.13
1808,Gabriel Gonzaga vs Konstantin Erokhin,Gabriel-Gonzaga,2.11,Konstantin-Erokhin,1.87
