,Fighter,Weight class,Method,Round,Time,location,date,fighturl,eventurl
4,James Te Huna  Aaron Rosa,Light Heavyweight,KO/TKO  Punches,1,2:08,"Sydney, New South Wales, Australia","March 02, 2012",http://ufcstats.com/fight-details/33f0817701e49bf1,http://ufcstats.com/event-details/b5ea750025697880
5,Anthony Perosh  Nick Penner,Light Heavyweight,KO/TKO  Punches,1,4:59,"Sydney, New South Wales, Australia","March 02, 2012",http://ufcstats.com/fight-details/b218d6a420abb67b,http://ufcstats.com/event-details/b5ea750025697880
6,Steven Siler  Cole Miller,Featherweight,U-DEC,3,5:00,"Sydney, New South Wales, Australia","March 02, 2012",http://ufcstats.com/fight-details/54b7b3378e394070,http://ufcstats.com/event-details/b5ea750025697880
7,Andrew Craig  Kyle Noke,Middleweight,U-DEC,3,5:00,"Sydney, New South Wales, Australia","March 02, 2012",http://ufcstats.com/fight-details/a00b98f41c05ae6c,http://ufcstats.com/event-details/b5ea750025697880
8,TJ Waldburger  Jake Hecht,Welterweight,SUB  Armbar,1,0:55,"Sydney, New South Wales, Australia","March 02, 2012",http://ufcstats.com/fight-details/3a2bd4fe6f08bc17,http://ufcstats.com/event-details/b5ea750025697880
9,Daniel Pineda  Mackens Semerzier,Featherweight,SUB  Armbar,1,2:05,"Sydney, New South Wales, Australia","March 02, 2012",http://ufcstats.com/fight-details/60f53ad3f114da6e,http://ufcstats.com/event-details/b5ea750025697880
10,Shawn Jordan  Oli Thompson,Heavyweight,KO/TKO  Punches,2,3:53,"Sydney, New South Wales, Australia","March 02, 2012",http://ufcstats.com/fight-details/6ba485fc7b8f38ee,http://ufcstats.com/event-details/b5ea750025697880
0,Benson Henderson  Frankie Edgar,Lightweight,U-DEC,5,5:00,"Saitama, Japan","February 25, 2012",http://ufcstats.com/fight-details/43b494c32b7f18cb,http://ufcstats.com/event-details/8377c5572cb356f3
1,Ryan Bader  Rampage Jackson,Light Heavyweight,U-DEC,3,5:00,"Saitama, Japan","February 25, 2012",http://ufcstats.com/fight-details/7c307d98ed135d32,http://ufcstats.com/event-details/8377c5572cb356f3
2,Mark Hunt  Cheick Kongo,Heavyweight,KO/TKO  Punches,1,2:11,"Saitama, Japan","February 25, 2012",http://ufcstats.com/fight-details/319053a9de63ab85,http://ufcstats.com/event-details/8377c5572cb356f3
3,Jake Shields  Yoshihiro Akiyama,Welterweight,U-DEC,3,5:00,"Saitama, Japan","February 25, 2012",http://ufcstats.com/fight-details/53d2a57daaae700b,http://ufcstats.com/event-details/8377c5572cb356f3
4,Tim Boetsch  Yushin Okami,Middleweight,KO/TKO  Punches,3,0:54,"Saitama, Japan","February 25, 2012",http://ufcstats.com/fight-details/eac1c31f1b3d11f3,http://ufcstats.com/event-details/8377c5572cb356f3
5,Hatsu Hioki  Bart Palaszewski,Featherweight,U-DEC,3,5:00,"Saitama, Japan","February 25, 2012",http://ufcstats.com/fight-details/6bcf5381dd8de85b,http://ufcstats.com/event-details/8377c5572cb356f3
6,Anthony Pettis  Joe Lauzon,Lightweight,KO/TKO  Kick,1,1:21,"Saitama, Japan","February 25, 2012",http://ufcstats.com/fight-details/9b4bff38430a01eb,http://ufcstats.com/event-details/8377c5572cb356f3
7,Takanori Gomi  Eiji Mitsuoka,Lightweight,KO/TKO  Punches,2,2:21,"Saitama, Japan","February 25, 2012",http://ufcstats.com/fight-details/1b4f87d607b3964d,http://ufcstats.com/event-details/8377c5572cb356f3
8,Vaughan Lee  Norifumi Yamamoto,Bantamweight,SUB  Armbar,1,4:29,"Saitama, Japan","February 25, 2012",http://ufcstats.com/fight-details/a196dce12754e34e,http://ufcstats.com/event-details/8377c5572cb356f3
9,Riki Fukuda  Steve Cantwell,Middleweight,U-DEC,3,5:00,"Saitama, Japan","February 25, 2012",http://ufcstats.com/fight-details/fb57dcc651894ae9,http://ufcstats.com/event-details/8377c5572cb356f3
10,Chris Cariaso  Takeya Mizugaki,Bantamweight,U-DEC,3,5:00,"Saitama, Japan","February 25, 2012",http://ufcstats.com/fight-details/3101c8d54df53e27,http://ufcstats.com/event-details/8377c5572cb356f3
11,Issei Tamura  Tiequan Zhang,Featherweight,KO/TKO  Punch,2,0:32,"Saitama, Japan","February 25, 2012",http://ufcstats.com/fight-details/84e800acc2aacd8e,http://ufcstats.com/event-details/8377c5572cb356f3
0,Jake Ellenberger  Diego Sanchez,Welterweight,U-DEC,3,5:00,"Omaha, Nebraska, USA","February 15, 2012",http://ufcstats.com/fight-details/3e50773520e7a218,http://ufcstats.com/event-details/0a97691039c4bbfb
1,Stefan Struve  Dave Herman,Heavyweight,KO/TKO  Punches,2,3:52,"Omaha, Nebraska, USA","February 15, 2012",http://ufcstats.com/fight-details/e93d07a18ca847c8,http://ufcstats.com/event-details/0a97691039c4bbfb
2,Ronny Markes  Aaron Simpson,Middleweight,S-DEC,3,5:00,"Omaha, Nebraska, USA","February 15, 2012",http://ufcstats.com/fight-details/f10d3d4ffd5a4922,http://ufcstats.com/event-details/0a97691039c4bbfb
3,Stipe Miocic  Philip De Fries,Heavyweight,KO/TKO  Punch,1,0:43,"Omaha, Nebraska, USA","February 15, 2012",http://ufcstats.com/fight-details/796a7e1fa80af990,http://ufcstats.com/event-details/0a97691039c4bbfb
4,TJ Dillashaw  Walel Watson,Bantamweight,U-DEC,3,5:00,"Omaha, Nebraska, USA","February 15, 2012",http://ufcstats.com/fight-details/5f7a1ba6e016b249,http://ufcstats.com/event-details/0a97691039c4bbfb
5,Ivan Menjivar  John Albert,Bantamweight,SUB  Rear Naked Choke,1,3:45,"Omaha, Nebraska, USA","February 15, 2012",http://ufcstats.com/fight-details/74e92a66b29674a9,http://ufcstats.com/event-details/0a97691039c4bbfb
6,Jonathan Brookins  Vagner Rocha,Featherweight,KO/TKO  Punches,1,1:32,"Omaha, Nebraska, USA","February 15, 2012",http://ufcstats.com/fight-details/2341651d1043e2c0,http://ufcstats.com/event-details/0a97691039c4bbfb
7,Justin Salas  Anton Kuivanen,Lightweight,U-DEC,3,5:00,"Omaha, Nebraska, USA","February 15, 2012",http://ufcstats.com/fight-details/adb35d212e716b8a,http://ufcstats.com/event-details/0a97691039c4bbfb
8,Tim Means  Bernardo Magalhaes,Lightweight,U-DEC,3,5:00,"Omaha, Nebraska, USA","February 15, 2012",http://ufcstats.com/fight-details/638a999dab6fe310,http://ufcstats.com/event-details/0a97691039c4bbfb
0,Carlos Condit  Nick Diaz,Welterweight,U-DEC,5,5:00,"Las Vegas, Nevada, USA","February 04, 2012",http://ufcstats.com/fight-details/09a2909e1848be52,http://ufcstats.com/event-details/df2cf66d8c0123db
1,Fabricio Werdum  Roy Nelson,Heavyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","February 04, 2012",http://ufcstats.com/fight-details/6bde0b88f21304d4,http://ufcstats.com/event-details/df2cf66d8c0123db
2,Josh Koscheck  Mike Pierce,Welterweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA","February 04, 2012",http://ufcstats.com/fight-details/cee1fb8ac703f34f,http://ufcstats.com/event-details/df2cf66d8c0123db
3,Renan Barao  Scott Jorgensen,Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","February 04, 2012",http://ufcstats.com/fight-details/6fbe7dffff5f5f1e,http://ufcstats.com/event-details/df2cf66d8c0123db
4,Ed Herman  Clifford Starks,Middleweight,SUB  Rear Naked Choke,2,1:43,"Las Vegas, Nevada, USA","February 04, 2012",http://ufcstats.com/fight-details/7e57d7848f9faacf,http://ufcstats.com/event-details/df2cf66d8c0123db
5,Dustin Poirier  Max Holloway,Featherweight,SUB  Armbar,1,3:23,"Las Vegas, Nevada, USA","February 04, 2012",http://ufcstats.com/fight-details/099a2db0470d456b,http://ufcstats.com/event-details/df2cf66d8c0123db
6,Edwin Figueroa  Alex Caceres,Bantamweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA","February 04, 2012",http://ufcstats.com/fight-details/d019250cc6d93527,http://ufcstats.com/event-details/df2cf66d8c0123db
7,Matt Brown  Chris Cope,Welterweight,KO/TKO  Punches,2,1:19,"Las Vegas, Nevada, USA","February 04, 2012",http://ufcstats.com/fight-details/bd340a13bc3df8a1,http://ufcstats.com/event-details/df2cf66d8c0123db
8,Matthew Riddle  Henry Martinez,Welterweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA","February 04, 2012",http://ufcstats.com/fight-details/6ecc59654c2f519f,http://ufcstats.com/event-details/df2cf66d8c0123db
9,Rafael Natal  Michael Kuiper,Middleweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","February 04, 2012",http://ufcstats.com/fight-details/5510b86a35c5614b,http://ufcstats.com/event-details/df2cf66d8c0123db
10,Stephen Thompson  Dan Stittgen,Welterweight,KO/TKO  Kick,1,4:13,"Las Vegas, Nevada, USA","February 04, 2012",http://ufcstats.com/fight-details/40c080d0f86f1f1f,http://ufcstats.com/event-details/df2cf66d8c0123db
0,Rashad Evans  Phil Davis,Light Heavyweight,U-DEC,5,5:00,"Chicago, Illinois, USA","January 28, 2012",http://ufcstats.com/fight-details/e0df5f84686586a1,http://ufcstats.com/event-details/c3c23c99477c041b
1,Chael Sonnen  Michael Bisping,Middleweight,U-DEC,3,5:00,"Chicago, Illinois, USA","January 28, 2012",http://ufcstats.com/fight-details/81c5c897717a1ef6,http://ufcstats.com/event-details/c3c23c99477c041b
2,Chris Weidman  Demian Maia,Middleweight,U-DEC,3,5:00,"Chicago, Illinois, USA","January 28, 2012",http://ufcstats.com/fight-details/ba75be28158d424c,http://ufcstats.com/event-details/c3c23c99477c041b
3,Evan Dunham  Nik Lentz,Lightweight,KO/TKO,2,5:00,"Chicago, Illinois, USA","January 28, 2012",http://ufcstats.com/fight-details/e7861d4e2b29193f,http://ufcstats.com/event-details/c3c23c99477c041b
4,Mike Russow  Jon Olav Einemo,Heavyweight,U-DEC,3,5:00,"Chicago, Illinois, USA","January 28, 2012",http://ufcstats.com/fight-details/c63a050af0692daf,http://ufcstats.com/event-details/c3c23c99477c041b
5,Cub Swanson  George Roop,Featherweight,KO/TKO  Punch,2,2:22,"Chicago, Illinois, USA","January 28, 2012",http://ufcstats.com/fight-details/ca263e46051261e2,http://ufcstats.com/event-details/c3c23c99477c041b
6,Charles Oliveira  Eric Wisely,Featherweight,SUB  Other - Lock,1,1:43,"Chicago, Illinois, USA","January 28, 2012",http://ufcstats.com/fight-details/7a4e5bcd7336d203,http://ufcstats.com/event-details/c3c23c99477c041b
7,Michael Johnson  Shane Roller,Lightweight,U-DEC,3,5:00,"Chicago, Illinois, USA","January 28, 2012",http://ufcstats.com/fight-details/e8a167bb84082832,http://ufcstats.com/event-details/c3c23c99477c041b
8,Lavar Johnson  Joey Beltran,Heavyweight,KO/TKO  Punches,1,4:24,"Chicago, Illinois, USA","January 28, 2012",http://ufcstats.com/fight-details/fd230ba169b3f2b6,http://ufcstats.com/event-details/c3c23c99477c041b
9,Chris Camozzi  Dustin Jacoby,Middleweight,SUB  Guillotine Choke,3,1:08,"Chicago, Illinois, USA","January 28, 2012",http://ufcstats.com/fight-details/7a37fd92b26d15c8,http://ufcstats.com/event-details/c3c23c99477c041b
0,Jim Miller  Melvin Guillard,Lightweight,SUB  Rear Naked Choke,1,3:04,"Nashville, Tennessee, USA","January 20, 2012",http://ufcstats.com/fight-details/90d50fb7e2bf789e,http://ufcstats.com/event-details/4d74641fac830182
1,Josh Neer  Duane Ludwig,Welterweight,SUB  Guillotine Choke,1,3:04,"Nashville, Tennessee, USA","January 20, 2012",http://ufcstats.com/fight-details/d391ca8154bcf507,http://ufcstats.com/event-details/4d74641fac830182
2,Mike Easton  Jared Papazian,Bantamweight,M-DEC,3,5:00,"Nashville, Tennessee, USA","January 20, 2012",http://ufcstats.com/fight-details/77c1e127c1be9983,http://ufcstats.com/event-details/4d74641fac830182
3,Pat Barry  Christian Morecraft,Heavyweight,KO/TKO  Punch,1,3:38,"Nashville, Tennessee, USA","January 20, 2012",http://ufcstats.com/fight-details/fc91f1e448f35797,http://ufcstats.com/event-details/4d74641fac830182
4,Jorge Rivera  Eric Schafer,Middleweight,KO/TKO  Punches,2,1:31,"Nashville, Tennessee, USA","January 20, 2012",http://ufcstats.com/fight-details/0071c5d16e6e07f6,http://ufcstats.com/event-details/4d74641fac830182
5,Khabib Nurmagomedov  Kamal Shalorus,Lightweight,SUB  Rear Naked Choke,3,2:08,"Nashville, Tennessee, USA","January 20, 2012",http://ufcstats.com/fight-details/8360accf6f70ebc4,http://ufcstats.com/event-details/4d74641fac830182
6,Charlie Brenneman  Daniel Roberts,Welterweight,U-DEC,3,5:00,"Nashville, Tennessee, USA","January 20, 2012",http://ufcstats.com/fight-details/be7b9301e7c689c1,http://ufcstats.com/event-details/4d74641fac830182
7,Fabricio Camoes  Tommy Hayden,Lightweight,SUB  Rear Naked Choke,1,4:03,"Nashville, Tennessee, USA","January 20, 2012",http://ufcstats.com/fight-details/37e0251af7b18742,http://ufcstats.com/event-details/4d74641fac830182
8,Daniel Pineda  Pat Schilling,Featherweight,SUB  Rear Naked Choke,1,1:37,"Nashville, Tennessee, USA","January 20, 2012",http://ufcstats.com/fight-details/f4bdf10856c1760e,http://ufcstats.com/event-details/4d74641fac830182
9,Nick Denis  Joseph Sandoval,Bantamweight,KO/TKO  Elbows,1,0:22,"Nashville, Tennessee, USA","January 20, 2012",http://ufcstats.com/fight-details/26cdaf7cf575f656,http://ufcstats.com/event-details/4d74641fac830182
0,Jose Aldo  Chad Mendes,Featherweight,KO/TKO  Knee,1,4:59,"Rio de Janeiro, Brazil","January 14, 2012",http://ufcstats.com/fight-details/9afcb091777f6a83,http://ufcstats.com/event-details/18524b46c570730b
1,Vitor Belfort  Anthony Johnson,Middleweight,SUB  Rear Naked Choke,1,4:49,"Rio de Janeiro, Brazil","January 14, 2012",http://ufcstats.com/fight-details/50bdcb20286690ff,http://ufcstats.com/event-details/18524b46c570730b
2,Rousimar Palhares  Mike Massenzio,Middleweight,SUB  Heel Hook,1,1:03,"Rio de Janeiro, Brazil","January 14, 2012",http://ufcstats.com/fight-details/c715c165cb3469d2,http://ufcstats.com/event-details/18524b46c570730b
3,Carlo Prater  Erick Silva,Welterweight,DQ,1,0:29,"Rio de Janeiro, Brazil","January 14, 2012",http://ufcstats.com/fight-details/b2a91be41c3233cd,http://ufcstats.com/event-details/18524b46c570730b
4,Edson Barboza  Terry Etim,Lightweight,KO/TKO  Kick,3,2:02,"Rio de Janeiro, Brazil","January 14, 2012",http://ufcstats.com/fight-details/11e7f12ecb2d1597,http://ufcstats.com/event-details/18524b46c570730b
5,Thiago Tavares  Sam Stout,Lightweight,U-DEC,3,5:00,"Rio de Janeiro, Brazil","January 14, 2012",http://ufcstats.com/fight-details/977e37adadd1b8ad,http://ufcstats.com/event-details/18524b46c570730b
6,Gabriel Gonzaga  Ednaldo Oliveira,Heavyweight,SUB  Rear Naked Choke,1,3:22,"Rio de Janeiro, Brazil","January 14, 2012",http://ufcstats.com/fight-details/0695d1f42b1550a2,http://ufcstats.com/event-details/18524b46c570730b
7,Iuri Alcantara  Michihiro Omigawa,Featherweight,U-DEC,3,5:00,"Rio de Janeiro, Brazil","January 14, 2012",http://ufcstats.com/fight-details/0be68308b5d63a47,http://ufcstats.com/event-details/18524b46c570730b
8,Mike Pyle  Ricardo Funch,Welterweight,KO/TKO  Knees,1,1:22,"Rio de Janeiro, Brazil","January 14, 2012",http://ufcstats.com/fight-details/f126491f024c1563,http://ufcstats.com/event-details/18524b46c570730b
9,Felipe Arantes  Antonio Carvalho,Featherweight,U-DEC,3,5:00,"Rio de Janeiro, Brazil","January 14, 2012",http://ufcstats.com/fight-details/7bb603674999e675,http://ufcstats.com/event-details/18524b46c570730b
0,Alistair Overeem  Brock Lesnar,Heavyweight,KO/TKO  Kick,1,2:26,"Las Vegas, Nevada, USA","December 30, 2011",http://ufcstats.com/fight-details/5c3325b7da3f7828,http://ufcstats.com/event-details/91720876db0ee468
1,Nate Diaz  Donald Cerrone,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","December 30, 2011",http://ufcstats.com/fight-details/d940ffe543c4e38b,http://ufcstats.com/event-details/91720876db0ee468
2,Johny Hendricks  Jon Fitch,Welterweight,KO/TKO  Punch,1,0:12,"Las Vegas, Nevada, USA","December 30, 2011",http://ufcstats.com/fight-details/b9508f47504ccc59,http://ufcstats.com/event-details/91720876db0ee468
3,Alexander Gustafsson  Vladimir Matyushenko,Light Heavyweight,KO/TKO  Punch,1,2:13,"Las Vegas, Nevada, USA","December 30, 2011",http://ufcstats.com/fight-details/607722017a9d7e22,http://ufcstats.com/event-details/91720876db0ee468
4,Jimy Hettes  Nam Phan,Featherweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","December 30, 2011",http://ufcstats.com/fight-details/eeef3df8adb8acc7,http://ufcstats.com/event-details/91720876db0ee468
5,Ross Pearson  Junior Assuncao,Featherweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","December 30, 2011",http://ufcstats.com/fight-details/434411f139e51760,http://ufcstats.com/event-details/91720876db0ee468
6,Danny Castillo  Anthony Njokuani,Lightweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA","December 30, 2011",http://ufcstats.com/fight-details/68137e9ff22d426b,http://ufcstats.com/event-details/91720876db0ee468
7,Dong Hyun Kim  Sean Pierson,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","December 30, 2011",http://ufcstats.com/fight-details/972034fcd94ca83b,http://ufcstats.com/event-details/91720876db0ee468
8,Jacob Volkmann  Efrain Escudero,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","December 30, 2011",http://ufcstats.com/fight-details/46bea6d63ffe17e4,http://ufcstats.com/event-details/91720876db0ee468
9,Diego Nunes  Manvel Gamburyan,Featherweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","December 30, 2011",http://ufcstats.com/fight-details/2f715933d0626544,http://ufcstats.com/event-details/91720876db0ee468
0,Jon Jones  Lyoto Machida,Light Heavyweight,SUB  Guillotine Choke,2,4:26,"Toronto, Ontario, Canada","December 10, 2011",http://ufcstats.com/fight-details/834968d130e1f0e9,http://ufcstats.com/event-details/6d7886b094b471ac
1,Frank Mir  Minotauro Nogueira,Heavyweight,SUB  Kimura,1,3:38,"Toronto, Ontario, Canada","December 10, 2011",http://ufcstats.com/fight-details/92d0c39f0df77c7e,http://ufcstats.com/event-details/6d7886b094b471ac
2,Rogerio Nogueira  Tito Ortiz,Light Heavyweight,KO/TKO  Punches,1,3:15,"Toronto, Ontario, Canada","December 10, 2011",http://ufcstats.com/fight-details/69d6d58d58cb81e3,http://ufcstats.com/event-details/6d7886b094b471ac
3,Brian Ebersole  Claude Patrick,Welterweight,S-DEC,3,5:00,"Toronto, Ontario, Canada","December 10, 2011",http://ufcstats.com/fight-details/dbe53d31f4c1ccf7,http://ufcstats.com/event-details/6d7886b094b471ac
4,Chan Sung Jung  Mark Hominick,Featherweight,KO/TKO  Punch,1,0:07,"Toronto, Ontario, Canada","December 10, 2011",http://ufcstats.com/fight-details/8abe79e6d300b639,http://ufcstats.com/event-details/6d7886b094b471ac
5,Igor Pokrajac  Krzysztof Soszynski,Light Heavyweight,KO/TKO  Punches,1,0:35,"Toronto, Ontario, Canada","December 10, 2011",http://ufcstats.com/fight-details/e03ec6b24fca2386,http://ufcstats.com/event-details/6d7886b094b471ac
6,Costas Philippou  Jared Hamman,Middleweight,KO/TKO  Punches,1,3:11,"Toronto, Ontario, Canada","December 10, 2011",http://ufcstats.com/fight-details/76d18b94f580be6e,http://ufcstats.com/event-details/6d7886b094b471ac
7,Dennis Hallman  John Makdessi,Lightweight,SUB  Rear Naked Choke,1,2:58,"Toronto, Ontario, Canada","December 10, 2011",http://ufcstats.com/fight-details/fd0c847858bd346f,http://ufcstats.com/event-details/6d7886b094b471ac
8,Yves Jabouin  Walel Watson,Bantamweight,S-DEC,3,5:00,"Toronto, Ontario, Canada","December 10, 2011",http://ufcstats.com/fight-details/fef109b9f26585b3,http://ufcstats.com/event-details/6d7886b094b471ac
9,Mark Bocek  Nik Lentz,Lightweight,U-DEC,3,5:00,"Toronto, Ontario, Canada","December 10, 2011",http://ufcstats.com/fight-details/70995170c27c4143,http://ufcstats.com/event-details/6d7886b094b471ac
10,Jake Hecht  Rich Attonito,Welterweight,KO/TKO  Elbows,2,1:10,"Toronto, Ontario, Canada","December 10, 2011",http://ufcstats.com/fight-details/d6d812269487071e,http://ufcstats.com/event-details/6d7886b094b471ac
11,John Cholish  Mitch Clarke,Lightweight,KO/TKO  Punches,2,4:36,"Toronto, Ontario, Canada","December 10, 2011",http://ufcstats.com/fight-details/e094423979fc7c6a,http://ufcstats.com/event-details/6d7886b094b471ac
0,Michael Bisping  Jason Miller,Middleweight,KO/TKO  Knees,3,3:34,"Las Vegas, Nevada, USA","December 03, 2011",http://ufcstats.com/fight-details/f182b13c6e07dfb1,http://ufcstats.com/event-details/1f5f75658551f2d3
1,Diego Brandao  Dennis Bermudez,Featherweight,SUB  Armbar,1,4:51,"Las Vegas, Nevada, USA","December 03, 2011",http://ufcstats.com/fight-details/6e85d8d17c3eed58,http://ufcstats.com/event-details/1f5f75658551f2d3
2,John Dodson  TJ Dillashaw,Bantamweight,KO/TKO  Punches,1,1:54,"Las Vegas, Nevada, USA","December 03, 2011",http://ufcstats.com/fight-details/9a3908ab337c5f3f,http://ufcstats.com/event-details/1f5f75658551f2d3
3,Tony Ferguson  Yves Edwards,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","December 03, 2011",http://ufcstats.com/fight-details/381b2df85ac06615,http://ufcstats.com/event-details/1f5f75658551f2d3
4,Johnny Bedford  Louis Gaudinot,Bantamweight,KO/TKO  Knees,3,1:58,"Las Vegas, Nevada, USA","December 03, 2011",http://ufcstats.com/fight-details/25783a9abbfee4fc,http://ufcstats.com/event-details/1f5f75658551f2d3
